Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
2213,GANGAFORGE,GANGA FORGING LIMITED,"10,169.17"
2214,MEP,MEP INFRASTRUCTURE DEVELOPERS LIMITED,"10,159.52"
2215,PRECISION,PRECISION METALIKS LIMITED,"10,101.99"
2216,PROLIFE,PROLIFE INDUSTRIES LIMITED,"10,066.22"
2217,MAL,MANGALAM ALLOYS LIMITED,"10,059.03"
2218,GSMFOILS,GSM FOILS LIMITED,"10,048.25"
2219,DOLLEX,DOLLEX AGROTECH LIMITED,"10,024.45"
2220,FORGEAUTO,FORGE AUTO INTERNATIONAL LIMITED,"9,987.89"
2221,AUROIMPEX,AURO IMPEX & CHEMICALS LIMITED,"9,833.17"
2222,ATALREAL,ATAL REALTECH LIMITED,"9,819.34"
2223,SYNOPTICS,SYNOPTICS TECHNOLOGIES LIMITED,"9,787.54"
2224,PPSL,PICTUREPOST STUDIOS LIMITED,"9,756.45"
2225,WOL3D,WOL 3D INDIA LIMITED,"9,638.57"
2226,PRANIK,PRANIK LOGISTICS LIMITED,"9,614.45"
2227,CLOUD,VARANIUM CLOUD LIMITED,"9,584.00"
2228,SILKFLEX,SILKFLEX POLYMERS (INDIA) LIMITED,"9,555.00"
2229,AVSL,AVSL INDUSTRIES LIMITED,"9,544.57"
2230,DIL,DEBOCK INDUSTRIES LIMITED,"9,543.44"
2231,ARABIAN,ARABIAN PETROLEUM LIMITED,"9,516.67"
2232,MADHUCON,MADHUCON PROJECTS LIMITED,"9,506.66"
2233,HBSL,HB STOCKHOLDINGS LIMITED,"9,504.36"
2234,PNC,PRITISH NANDY COMMUNICATIONS LIMITED,"9,454.80"
2235,HOVS,HOV SERVICES LIMITED,"9,449.98"
2236,CELEBRITY,CELEBRITY FASHIONS LIMITED,"9,348.01"
2237,ARCHIES,ARCHIES LIMITED,"9,208.43"
2238,SIDDHIKA,SIDDHIKA COATINGS LIMITED,"9,084.16"
2239,KONTOR,KONTOR SPACE LIMITED,"9,023.12"
2240,AGROPHOS,AGRO PHOS INDIA LIMITED,"8,974.00"
2241,PATTECH,PATTECH FITWELL TUBE COMPONENTS LIMITED,"8,931.66"
2242,BABAFP,BABA FOOD PROCESSING (INDIA) LIMITED,"8,905.28"
2243,KARMAENG,KARMA ENERGY LIMITED,"8,837.73"
2244,LEXUS,LEXUS GRANITO (INDIA) LIMITED,"8,835.57"
2245,MAHICKRA,MAHICKRA CHEMICALS LIMITED,"8,760.97"
2246,SERVICE,SERVICE CARE LIMITED,"8,699.09"
2247,PRESSTONIC,PRESSTONIC ENGINEERING LIMITED,"8,658.62"
2248,AGNI,AGNI GREEN POWER LIMITED,"8,633.99"
2249,CLSL,CROP LIFE SCIENCE LIMITED,"8,631.15"
2250,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LIMITED,"8,572.09"
2251,PREMIUM,PREMIUM PLAST LIMITED,"8,549.64"
2252,AKSHAR,AKSHAR SPINTEX LIMITED,"8,546.41"
2253,SAJHOTELS,SAJ HOTELS LIMITED,"8,490.77"
2254,OMFURN,OMFURN INDIA LIMITED,"8,490.60"
2255,RADIOWALLA,RADIOWALLA NETWORK LIMITED,"8,472.43"
2256,AROGRANITE,ARO GRANITE INDUSTRIES LIMITED,"8,449.74"
2257,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,"8,437.35"
2258,DEEM,DEEM ROLL TECH LIMITED,"8,344.91"
2259,BULKCORP,BULKCORP INTERNATIONAL LIMITED,"8,332.43"
2260,KAVVERITEL,KAVVERI TELECOM PRODUCTS LIMITED,"8,329.21"
2261,RELIABLE,RELIABLE DATA SERVICES LIMITED,"8,325.48"
2262,AMEYA,AMEYA PRECISION ENGINEERS LIMITED,"8,315.74"
2263,AKIKO,AKIKO GLOBAL SERVICES LIMITED,"8,275.92"
2264,MEDIORG,MEDICAMEN ORGANICS LIMITED,"8,150.26"
2265,TRIDHYA,TRIDHYA TECH LIMITED,"8,144.05"
2266,NIBL,NRB INDUSTRIAL BEARINGS LIMITED,"8,136.44"
2267,ARISTO,ARISTO BIO-TECH AND LIFESCIENCE LIMITED,"8,127.70"
2268,3PLAND,3P LAND HOLDINGS LIMITED,"8,125.61"
2269,PENTAGON,PENTAGON RUBBER LIMITED,"8,105.75"
2270,BMETRICS,BOMBAY METRICS SUPPLY CHAIN LIMITED,"8,092.57"
2271,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES LIMITED,"8,092.20"
2272,SHIVAMILLS,SHIVA MILLS LIMITED,"8,083.75"
2273,CPS,C P S SHAPERS LIMITED,"8,066.98"
2274,BALKRISHNA,BALKRISHNA PAPER MILLS LIMITED,"8,060.10"
2275,ROML,RAJ OIL MILLS LIMITED,"7,977.47"
2276,JFLLIFE,JFL LIFE SCIENCES LIMITED,"7,955.15"
2277,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,"7,928.13"
2278,BANG,BANG OVERSEAS LIMITED,"7,919.26"
2279,MALUPAPER,MALU PAPER MILLS LIMITED,"7,844.24"
2280,SITINET,SITI NETWORKS LIMITED,"7,716.98"
2281,BANARBEADS,BANARAS BEADS LIMITED,"7,711.72"
2282,WEWIN,WE WIN LIMITED,"7,689.83"
2283,HRHNEXT,HRH NEXT SERVICES LIMITED,"7,643.19"
2284,SANGANI,SANGANI HOSPITALS LIMITED,"7,635.24"
2285,VISHWAS,VISHWAS AGRI SEEDS LIMITED,"7,593.13"
2286,MARSHALL,MARSHALL MACHINES LIMITED,"7,564.85"
2287,RCDL,RAJGOR CASTOR DERIVATIVES LIMITED,"7,563.96"
2288,MAGSON,MAGSON RETAIL AND DISTRIBUTION LIMITED,"7,543.88"
2289,KEEPLEARN,DSJ KEEP LEARNING LIMITED,"7,532.63"
2290,REXPIPES,REX PIPES AND CABLES INDUSTRIES LIMITED,"7,531.65"
2291,VIAZ,VIAZ TYRES LIMITED,"7,508.94"
2292,MVKAGRO,M.V.K. AGRO FOOD PRODUCT LIMITED,"7,504.60"
2293,VDEAL,VDEAL SYSTEM LIMITED,"7,499.22"
2294,JETFREIGHT,JET FREIGHT LOGISTICS LIMITED,"7,432.41"
2295,SEYAIND,SEYA INDUSTRIES LIMITED,"7,361.66"
2296,FMNL,FUTURE MARKET NETWORKS LIMITED,"7,355.50"
2297,SHEETAL,SHEETAL UNIVERSAL LIMITED,"7,302.61"
2298,SILGO,SILGO RETAIL LIMITED,"7,296.49"
2299,GOLDENTOBC,GOLDEN TOBACCO LIMITED,"7,203.61"
2300,LFIC,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,"7,187.84"
2301,AMBANIORGO,AMBANI ORGOCHEM LIMITED,"7,186.25"
2302,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES LIMITED,"7,139.70"
2303,MILTON,MILTON INDUSTRIES LIMITED,"7,068.50"
2304,MANUGRAPH,MANUGRAPH INDIA LIMITED,"7,035.78"
2305,ORIENTALTL,ORIENTAL TRIMEX LIMITED,"7,004.74"
2306,RKDL,RAVI KUMAR DISTILLERIES LIMITED,"6,998.40"
2307,UMA,UMA CONVERTER LIMITED,"6,886.66"
2308,VSCL,VADIVARHE SPECIALITY CHEMICALS LIMITED,"6,808.08"
2309,SUPREMEENG,SUPREME ENGINEERING LIMITED,"6,802.41"
2310,DNAMEDIA,DILIGENT MEDIA CORPORATION LIMITED,"6,755.13"
2311,ROLLT,ROLLATAINERS LIMITED,"6,749.54"
2312,YUDIZ,YUDIZ SOLUTIONS LIMITED,"6,719.67"
2313,GSTL,GLOBESECURE TECHNOLOGIES LIMITED,"6,638.02"
2314,UCL,USHANTI COLOUR CHEM LIMITED,"6,612.18"
2315,SIGNORIA,SIGNORIA CREATION LIMITED,"6,594.47"
2316,ITALIANE,ITALIAN EDIBLES LIMITED,"6,588.44"
2317,COMMITTED,COMMITTED CARGO CARE LIMITED,"6,582.32"
2318,AKG,AKG EXIM LIMITED,"6,512.94"
2319,JAIPURKURT,NANDANI CREATION LIMITED,"6,490.74"
2320,MONOPHARMA,MONO PHARMACARE LIMITED,"6,481.56"
2321,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,"6,478.65"
2322,BURNPUR,BURNPUR CEMENT LIMITED,"6,476.42"
2323,GODHA,GODHA CABCON & INSULATION LIMITED,"6,439.08"
2324,ROLTA,ROLTA INDIA LIMITED,"6,349.49"
2325,VELS,VELS FILM INTERNATIONAL LIMITED,"6,315.65"
2326,QVCEL,QVC EXPORTS LIMITED,"6,291.92"
2327,MFML,MAHALAXMI FABRIC MILLS LIMITED,"6,275.09"
2328,AGARWALFT,AGARWAL FLOAT GLASS INDIA LIMITED,"6,272.49"
2329,ABMINTLLTD,ABM INTERNATIONAL LIMITED,"6,229.02"
2330,TVVISION,TV VISION LIMITED,"6,196.94"
2331,AKASH,AKASH INFRA PROJECTS LIMITED,"6,163.58"
2332,SPPPOLY,SPP POLYMER LIMITED,"6,158.71"
2333,KTL,KALAHRIDHAAN TRENDZ LIMITED,"6,104.04"
2334,PEARLPOLY,PEARL POLYMERS LIMITED,"6,074.43"
2335,UWCSL,ULTRA WIRING CONNECTIVITY SYSTEM LIMITED,"6,053.65"
2336,AATMAJ,AATMAJ HEALTHCARE LIMITED,"5,989.63"
2337,CELLPOINT,CELL POINT (INDIA) LIMITED,"5,958.56"
2338,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,"5,901.79"
2339,DKEGL,D.K. ENTERPRISES GLOBAL LIMITED,"5,891.22"
2340,WINNY,WINNY IMMIGRATION & EDUCATION SERVICES LIMITED,"5,861.39"
2341,LRRPL,LEAD RECLAIM AND RUBBER PRODUCTS LIMITED,"5,852.66"
2342,SUPERSPIN,SUPER SPINNING MILLS LIMITED,"5,832.97"
2343,ICDSLTD,ICDS LIMITED,"5,813.63"
2344,LAXMICOT,LAXMI COTSPIN LIMITED,"5,788.51"
2345,VISAMAN,VISAMAN GLOBAL SALES LIMITED,"5,773.63"
2346,MICROPRO,MICROPRO SOFTWARE SOLUTIONS LIMITED,"5,735.82"
2347,KANANIIND,KANANI INDUSTRIES LIMITED,"5,697.03"
2348,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,"5,680.68"
2349,THESL,THINKING HATS ENTERTAINMENT SOLUTIONS LIMITED,"5,561.18"
2350,ASHOKAMET,ASHOKA METCAST LIMITED,"5,537.61"
2351,ADL,ARCHIDPLY DECOR LIMITED,"5,523.87"
2352,KSHITIJPOL,KSHITIJ POLYLINE LIMITED,"5,522.38"
2353,ANKITMETAL,ANKIT MET & POW LIMITED     ,"5,465.93"
2354,ISHAN,ISHAN INTERNATIONAL LIMITED,"5,453.08"
2355,HOACFOODS,HOAC FOODS INDIA LIMITED,"5,442.53"
2356,VINEETLAB,VINEET LABORATORIES LIMITED,"5,377.32"
2357,IDEALTECHO,IDEAL TECHNOPLAST INDUSTRIES LIMITED,"5,359.74"
2358,KALANA,KALANA ISPAT LIMITED,"5,352.79"
2359,COUNCODOS,COUNTRY CONDO'S LIMITED,"5,349.16"
2360,SRPL,SHREE RAM PROTEINS LIMITED,"5,347.18"
2361,TECHIN,TECHINDIA NIRMAN LIMITED ,"5,296.01"
2362,NEXTMEDIA,NEXT MEDIAWORKS LIMITED,"5,212.71"
2363,AILIMITED,ABHISHEK INTEGRATIONS LIMITED,"5,171.76"
2364,MEGAFLEX,MEGA FLEX PLASTICS LIMITED,"5,152.67"
2365,SHRENIK,SHRENIK LIMITED,"5,144.69"
2366,SONUINFRA,SONU INFRATECH LIMITED,"5,125.68"
2367,NARMADA,NARMADA AGROBASE LIMITED,"5,071.12"
2368,NGIL,NAKODA GROUP OF INDUSTRIES LIMITED,"5,069.37"
2369,BINANIIND,BINANI INDUSTRIES LIMITED,"5,057.25"
2370,TAPIFRUIT,TAPI FRUIT PROCESSING LIMITED,"5,047.53"
2371,WALPAR,WALPAR NUTRITIONS LIMITED,"5,019.67"
2372,PODDARHOUS,PODDAR HOUSE & DVPT LIMITED,"4,997.55"
2373,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,"4,983.30"
2374,SGL,STL GLOBAL LIMITED,"4,978.20"
2375,TNTELE,TAMILNADU TELECOMMUNICATION LIMITED,"4,956.76"
2376,PERFECT,PERFECT INFRAENGINEERS LIMITED,"4,953.24"
2377,MANDEEP,MANDEEP AUTO INDUSTRIES LIMITED,"4,949.96"
2378,TIMESCAN,TIMESCAN LOGISTICS (INDIA) LIMITED,"4,890.46"
2379,CONTI,CONTINENTAL SEEDS AND CHEMICALS LIMITED,"4,884.40"
2380,SAGARDEEP,SAGARDEEP ALLOYS LIMITED,"4,821.90"
2381,ADROITINFO,ADROIT INFOTECH LIMITED,"4,785.75"
2382,MADHAV,MADHAV MARBLES AND GRANITES LIMITED,"4,779.00"
2383,TARAPUR,TARAPUR TRANSFORMERS LIMITED,"4,771.56"
2384,JETKNIT,JET KNITWEARS LIMITED,"4,714.07"
2385,FLFL,FUTURE LIFESTYLE FASHIONS LIMITED,"4,706.64"
2386,KKVAPOW,KKV AGRO POWERS LIMITED,"4,690.82"
2387,LIBAS,LIBAS CONSUMER PRODUCTS LIMITED,"4,676.48"
2388,ASLIND,ASL INDUSTRIES LIMITED,"4,644.84"
2389,KHANDSE,KHANDWALA SECURITIES LIMITED,"4,546.43"
2390,TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED,"4,532.60"
2391,MASKINVEST,MASK INVESTMENTS LIMITED,"4,531.34"
2392,TECILCHEM,TECIL CHEMICALS AND HYDRO POWER LIMITED,"4,529.28"
2393,ATLASCYCLE,ATLAS CYCLES (HARYANA) LIMITED,"4,520.60"
2394,GATECH,GACM TECHNOLOGIES LIMITED,"4,459.72"
2395,NIDAN,NIDAN LABORATORIES AND HEALTHCARE LIMITED,"4,450.21"
2396,BIRDYS,GRILL SPLENDOUR SERVICES LIMITED,"4,430.13"
2397,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LIMITED,"4,427.19"
2398,KRIDHANINF,KRIDHAN INFRA LIMITED,"4,401.67"
2399,KHAITANLTD,KHAITAN (INDIA) LIMITED,"4,390.27"
2400,YCCL,YASONS CHEMEX CARE LIMITED,"4,332.20"
2401,GAJANAND,GAJANAND INTERNATIONAL LIMITED,"4,325.34"
2402,VERA,VERA SYNTHETIC LIMITED,"4,285.75"
2403,INSPIRE,INSPIRE FILMS LIMITED,"4,284.34"
2404,CYBERMEDIA,CYBER MEDIA (INDIA) LIMITED,"4,269.04"
2405,MOHITIND,MOHIT INDUSTRIES LIMITED,"4,242.32"
2406,SANGINITA,SANGINITA CHEMICALS LIMITED,"4,218.91"
2407,BIKEWO,BIKEWO GREEN TECH LIMITED,"4,201.25"
2408,VIJIFIN,VIJI FINANCE LIMITED,"4,113.50"
2409,MORARJEE,MORARJEE TEXTILES LIMITED,"4,097.06"
2410,SUMEETINDS,SUMEET IND LIMITED       ,"4,093.73"
2411,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LIMITED,"4,081.64"
2412,UNIINFO,UNIINFO TELECOM SERVICES LIMITED,"4,031.62"
2413,VERITAAS,VERITAAS ADVERTISING LIMITED,"3,955.99"
2414,MITTAL,MITTAL LIFE STYLE LIMITED,"3,936.06"
2415,JIWANRAM,JIWANRAM SHEODUTTRAI INDUSTRIES LIMITED,"3,863.18"
2416,GLOBALE,GLOBALE TESSILE LIMITED,"3,849.76"
2417,HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMITED,"3,845.80"
2418,MOXSH,MOXSH OVERSEAS EDUCON LIMITED,"3,841.80"
2419,HAVISHA,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,"3,818.53"
2420,TIJARIA,TIJARIA POLYPIPES LIMITED,"3,724.75"
2421,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,"3,723.92"
2422,SHANTHALA,SHANTHALA FMCG PRODUCTS LIMITED,"3,699.67"
2423,BLUECHIP,BLUE CHIP INDIA LIMITED,"3,697.71"
2424,KANDARP,KANDARP DIGI SMART BPO LIMITED,"3,662.62"
2425,MAKS,MAKS ENERGY SOLUTIONS INDIA LIMITED,"3,650.40"
2426,SPRL,SP REFRACTORIES LIMITED,"3,617.09"
2427,CMRSL,CYBER MEDIA RESEARCH & SERVICES LIMITED,"3,607.17"
2428,FEL,FUTURE ENTERPRISES LIMITED,"3,581.31"
2429,SANWARIA,SANWARIA CONSUMER LIMITED,"3,571.10"
2430,GOENKA,GOENKA DIAMOND&JEWELS LIMITED,"3,549.91"
2431,INFOMEDIA,INFOMEDIA PRESS LIMITED,"3,518.12"
2432,POLYSIL,POLYSIL IRRIGATION SYSTEMS LIMITED,"3,473.75"
2433,ACEINTEG,ACE INTEGRATED SOLUTIONS LIMITED,"3,403.53"
2434,NKIND,NK INDUSTRIES LIMITED,"3,400.45"
2435,DHTL,DOCMODE HEALTH TECHNOLOGIES LIMITED,"3,336.66"
2436,SUULD,SUUMAYA INDUSTRIES LIMITED,"3,317.90"
2437,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,"3,280.88"
2438,OLIL,ONECLICK LOGISTICS INDIA LIMITED,"3,270.63"
2439,GAYAHWS,GAYATRI HIGHWAYS LIMITED ,"3,228.45"
2440,AGUL,A G UNIVERSAL LIMITED,"3,217.08"
2441,MARINETRAN,MARINETRANS INDIA LIMITED,"3,215.18"
2442,CBAZAAR,NET AVENUE TECHNOLOGIES LIMITED,"3,180.57"
2443,VIVIDHA,VISAGAR POLYTEX LIMITED,"3,160.70"
2444,EXCELLENT,EXCELLENT WIRES AND PACKAGING LIMITED,"3,103.17"
2445,SABAR,SABAR FLEX INDIA LIMITED,"3,102.16"
2446,MINDPOOL,MINDPOOL TECHNOLOGIES LIMITED,"3,001.95"
2447,CALSOFT,CALIFORNIA SOFTWARE COMPANY LIMITED,"2,993.81"
2448,IMPEXFERRO,IMPEX FERRO TECH LIMITED,"2,989.33"
2449,QFIL,QUALITY FOILS (INDIA) LIMITED,"2,938.68"
2450,FALCONTECH,FALCON TECHNOPROJECTS INDIA LIMITED,"2,892.92"
2451,RETAIL,JHS SVENDGAARD RETAIL VENTURES LIMITED,"2,882.91"
2452,HEADSUP,HEADS UP VENTURES LIMITED,"2,823.38"
2453,QUADPRO,QUADPRO ITES LIMITED,"2,811.14"
2454,EDUCOMP,EDUCOMP SOLUTIONS LIMITED   ,"2,786.81"
2455,GUJRAFFIA,GUJARAT RAFFIA INDUSTRIES LIMITED,"2,771.37"
2456,VILINBIO,VILIN BIO MED LIMITED,"2,769.91"
2457,WINSOME,WINSOME YARNS LIMITED,"2,726.66"
2458,COMPINFO,COMPUAGE INFOCOM LIMITED   ,"2,667.18"
2459,ANTGRAPHIC,ANTARCTICA LIMITED,"2,653.99"
2460,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LIMITED,"2,608.39"
2461,BOSS,BOSS PACKAGING SOLUTIONS LIMITED,"2,601.43"
2462,GFSTEELS,GRAND FOUNDRY LIMITED       ,"2,567.75"
2463,BALCO,SOLVE PLASTIC PRODUCTS LIMITED,"2,542.99"
2464,SUNREST,SUNREST LIFESCIENCE LIMITED,"2,538.98"
2465,PLADAINFO,PLADA INFOTECH SERVICES LIMITED,"2,482.62"
2466,MTEDUCARE,MT EDUCARE LIMITED,"2,412.63"
2467,SECURCRED,SECUR CREDENTIALS LIMITED,"2,359.22"
2468,ONELIFECAP,ONELIFE CAPITAL ADVISORS LIMITED,"2,321.18"
2469,INDIFRA,INDIFRA LIMITED,"2,314.49"
2470,SILLYMONKS,SILLY MONKS ENTERTAINMENT LIMITED,"2,278.50"
2471,SAHAJ,SAHAJ FASHIONS LIMITED,"2,276.42"
2472,AHIMSA,AHIMSA INDUSTRIES LIMITED,"2,264.21"
2473,LYPSAGEMS,LYPSA GEMS & JEWELLERY LIMITED,"2,223.02"
2474,BOHRAIND,BOHRA INDUSTRIES LIMITED ,"2,184.03"
2475,RADAAN,RADAAN MEDIAWORKS INDIA LIMITED,"2,154.72"
2476,GLFL,GUJARAT LEASE FINANCING LIMITED,"2,138.22"
2477,SHYAMTEL,SHYAM TELECOM LIMITED,"2,125.78"
2478,SAROJA,SAROJA PHARMA INDUSTRIES INDIA LIMITED,"2,119.26"
2479,RICHA,RICHA INFO SYSTEMS LIMITED,"2,019.41"
2480,NORBTEAEXP,NORBEN TEA & EXPORTS LIMITED,"1,981.42"
2481,UMESLTD,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,"1,939.97"
2482,RITEZONE,RITE ZONE CHEMCON INDIA LIMITED,"1,917.66"
2483,NTL,NEUEON TOWERS LIMITED    ,"1,886.41"
2484,SHANTI,SHANTI OVERSEAS (INDIA) LIMITED,"1,796.40"
2485,TCIFINANCE,TCI FINANCE LIMITED,"1,796.24"
2486,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LIMITED,"1,792.43"
2487,MPTODAY,MADHYA PRADESH TODAY MEDIA LIMITED,"1,719.16"
2488,BRIGHT,BRIGHT SOLAR LIMITED     ,"1,695.43"
2489,TRANSWIND,TRANSWIND INFRASTRUCTURES LIMITED,"1,633.58"
2490,ORTINGLOBE,ORTIN GLOBAL LIMITED,"1,620.84"
2491,ARENTERP,RAJDARSHAN INDUSTRIES LIMITED,"1,613.59"
2492,VCL,VAXTEX COTFAB LIMITED,"1,585.72"
2493,VIVO,VIVO COLLABORATION SOLUTIONS LIMITED,"1,579.58"
2494,AMJUMBO,A AND M JUMBO BAGS LIMITED,"1,475.69"
2495,ALPSINDUS,ALPS INDUSTRIES LIMITED,"1,456.76"
2496,AMIABLE,AMIABLE LOGISTICS (INDIA) LIMITED,"1,438.13"
2497,MANAV,MANAV INFRA PROJECTS LIMITED,"1,435.53"
2498,JAKHARIA,JAKHARIA FABRIC LIMITED,"1,426.48"
2499,DCMFINSERV,DCM FINANCIAL SERVICES LIMITED,"1,423.81"
2500,CREATIVEYE,CREATIVE EYE LIMITED,"1,422.34"
2501,SABEVENTS,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,"1,404.43"
2502,SMVD,SMVD POLY PACK LIMITED,"1,375.16"
2503,BLUECOAST,BLUE COAST HOTELS LIMITED,"1,356.29"
2504,DRL,DHANUKA REALTY LIMITED,"1,325.73"
2505,PREMIER,PREMIER LIMITED,"1,320.93"
2506,NIRAJISPAT,NIRAJ ISPAT INDUSTRIES LIMITED,"1,268.50"
2507,UNIVAFOODS,UNIVA FOODS LIMITED      ,"1,246.19"
2508,EUROTEXIND,EUROTEX INDUSTRIES AND EXPORTS LIMITED,"1,222.67"
2509,FSC,FUTURE SUPPLY CHAIN SOLUTIONS LIMITED,"1,117.65"
2510,SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIMITED,"1,097.78"
2511,ACCORD,ACCORD SYNERGY LIMITED,"1,059.28"
2512,BKMINDST,BKM INDUSTRIES LIMITED   ,"1,002.37"
2513,CMICABLES,CMI LIMITED              ,768.37
2514,ITTL,INNOVATIVE TYRES & TUBES LIMITED,701.43
2515,JALAN,JALAN TRANSOLUTIONS (INDIA) LIMITED,686.25
2516,LAKPRE,LAKSHMI PRE SCRE LIMITED   ,664.84
2517,MELSTAR,MELSTAR INFORMATION TECH ,635.89
2518,SANCO,SANCO INDUSTRIES LIMITED,628.81
2519,ORTEL,ORTEL COMMUNICATIONS LIMITED   ,610.76
2520,BGLOBAL,BHARATIYA GLOBAL INFO LIMITED   ,543.01
2521,QUINTEGRA,QUINTEGRA SOLUTIONS LIMITED    ,500.13
2522,GANGOTRI,GANGOTRI TEXTILES LIMITED   ,411.55
2523,CMMIPL,CMM INFRAPROJECTS LIMITED,396.00
2524,VASA,VASA RETAIL AND OVERSEAS LIMITED   ,370.94
2525,RAJVIR,RAJVIR INDUSTRIES LIMITED,330.98
2526,ABHISHEK,Abhishek Corporation Limited,Not traded during the period
2527,ABNINT,A B N INTERCORP LIMITED  ,Not traded during the period
2528,AHLWEST,Asian Hotels (West) Limited,Not traded during the period
2529,AIFL,Ashapura Intimates Fashion Limited,Not traded during the period
2530,AJRINFRA,AJR INFRA AND TOLLING LIMITED,Not traded during the period
2531,ALCHEM,Alchemist Limited,Not traded during the period
2532,ARCOTECH,Arcotech Limited,Not traded during the period
2533,ARTEDZ,Artedz Fabs Limited,Not traded during the period
2534,ASIL,Amit Spinning Industries Limited,Not traded during the period
2535,ATCOM,Atcom Technologies Limited,Not traded during the period
2536,ATNINTER,ATN International Limited,Not traded during the period
2537,BALLARPUR,Ballarpur Industries Limited,Not traded during the period
2538,BANSAL,Bansal Multiflex Limited,Not traded during the period
2539,BDR,BDR BUILDCON LIMITED     ,Not traded during the period
2540,BHALCHANDR,BHALCHANDRAM CLOTHING LIMITED   ,Not traded during the period
2541,BHARATIDIL,Bharati Defence and Infrastructure Limited,Not traded during the period
2542,BILENERGY,Bil Energy Systems Limited,Not traded during the period
2543,BLUEBLENDS,Blue Blends (I) Limited,Not traded during the period
2544,BRFL,Bombay Rayon Fashions Limited,Not traded during the period
2545,CANDC,C & C Constructions Limited,Not traded during the period
2546,CKFSL,Cox & Kings Financial Service Limited,Not traded during the period
2547,CURATECH,Cura Technologies Limited,Not traded during the period
2548,DHARSUGAR,Dharani Sugars & Chemicals Limited,Not traded during the period
2549,DQE,DQ Entertainment (International) Limited,Not traded during the period
2550,DRSCARGO,DRS CARGO MOVERS LIMITED ,Not traded during the period
2551,DSKULKARNI,DS Kulkarni Developers Limited,Not traded during the period
2552,EASTSILK,Eastern Silk Industries Limited,Not traded during the period
2553,EASUNREYRL,Easun Reyrolle Limited,Not traded during the period
2554,EON,Eon Electric Limited,Not traded during the period
2555,EUROCERA,Euro Ceramics Limited,Not traded during the period
2556,EUROMULTI,Euro Multivision Limited,Not traded during the period
2557,FEDDERELEC,Fedders Electric and Engineering Limited,Not traded during the period
2558,FIVECORE,Five Core Electronics Limited,Not traded during the period
2559,GBGLOBAL,GB Global Limited,Not traded during the period
2560,GIRRESORTS,GIR NATUREVIEW RESORT LIMITED   ,Not traded during the period
2561,GITANJALI,Gitanjali Gems Limited,Not traded during the period
2562,ICSA,ICSA (India) Limited,Not traded during the period
2563,INDLMETER,IMP Powers Limited,Not traded during the period
2564,INDOSOLAR,Indosolar Limited,Not traded during the period
2565,INDUSFILA,Indus Fila Limited,Not traded during the period
2566,IVRCLINFRA,IVRCL Limited,Not traded during the period
2567,JAINSTUDIO,Jain Studios Limited,Not traded during the period
2568,JBFIND,JBF Industries Limited,Not traded during the period
2569,JPINFRATEC,Jaypee Infratech Limited,Not traded during the period
2570,KALYANI,KALYANI COMMERCIALS LIMITED   ,Not traded during the period
2571,KGL,Karuturi Global Limited,Not traded during the period
2572,KSERASERA,KSS Limited,Not traded during the period
2573,KSK,KSK Energy Ventures Limited,Not traded during the period
2574,KUNDANMM,Kundan Minerals and Metals Limited,Not traded during the period
2575,LAKSHMIEFL,Lakshmi Energy and Foods Limited,Not traded during the period
2576,LEEL,LEEL Electricals Limited,Not traded during the period
2577,MANPASAND,Manpasand Beverages Limited,Not traded during the period
2578,MCDHOLDING,McDowell Holdings Limited,Not traded during the period
2579,MERCATOR,Mercator Limited,Not traded during the period
2580,METALFORGE,Metalyst Forgings Limited,Not traded during the period
2581,METKORE,Metkore Alloys & Industries Limited,Not traded during the period
2582,MVL,MVL Limited,Not traded during the period
2583,NAKODA,Nakoda Limited,Not traded during the period
2584,NITINFIRE,Nitin Fire Protection Industries Limited,Not traded during the period
2585,NUTEK,Nu Tek India Limited,Not traded during the period
2586,OPAL,Opal Luxury Time Products Limited,Not traded during the period
2587,OPTOCIRCUI,Opto Circuits (India) Limited,Not traded during the period
